Electricity Load [J],Heating Load [J],Cooling Load [J],Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Speed [m/s](Hourly)
0.044933829,0,0.043442898,0.00029639,4.416666667,4.416666667
0.041789296,0,0.038973228,3.29E-05,4,4
0.041789296,0,0.035791415,0,4,4
0.045989383,0,0.037635856,0,4,4
0.045989383,0,0.040395804,0,4.583333333,4.583333333
0.043627348,0,0.044765772,0,5,5
0.041265313,0,0.046526339,0,4.416666667,4.416666667
0.038120779,0,0.046501803,0,4,4
0.034976246,0,0.035499076,0,4,4
0.020048301,0,0.026720202,0,4,4
0.00905961,0,0.022675483,0,4.583333333,4.583333333
0.008260601,0,0.017013098,0,4.416666667,4.416666667
0.005536545,0,0,0,3.416666667,3.416666667
0.006920789,0,0,0,3,3
0.005355677,0,0,0,3,3
0.010051014,5.37E-05,0.012748535,0,3,3
0.022209162,0,0.017968377,0,3,3
0.025559822,0,0.019667087,0,3.583333333,3.583333333
0.028704355,0,0.02894098,0,3.416666667,3.416666667
0.034106804,0,0.031230899,6.33E-05,2.416666667,2.416666667
0.03812805,0,0.034055059,0.000284652,2.583333333,2.583333333
0.047539522,0,0.032559053,3.16E-05,4.166666667,4.166666667
0.052256322,0,0.04387881,0.000144446,4.416666667,4.416666667
0.049111789,0,0.055122654,0.000650005,5.166666667,5.166666667
0.045967255,0,0.053981835,7.22E-05,4.833333333,4.833333333
0.042822722,0,0.045636048,0,5.166666667,5.166666667
0.042822722,0,0.039602896,0,5.416666667,5.416666667
0.047539522,0,0.041617697,0,4.416666667,4.416666667
0.047539522,0,0.048407741,0,4,4
0.044851446,0,0.056431721,0,4,4
0.043467533,0,0.055412128,0,3.416666667,3.416666667
0.040453417,0,0.053479776,0,3,3
0.037308883,0,0.043033662,0,3.583333333,3.583333333
0.020048301,0,0.033281066,0,3.416666667,3.416666667
0.009038147,0,0.024633677,0,3,3
0.007871828,0,0.015944785,0,3.583333333,3.583333333
0.005536545,0,0,0,3.416666667,3.416666667
0.006920789,3.57E-05,0.001495561,0,3,3
0.005355677,0,0,0,3,3
0.010051014,0,0.014901548,0,3,3
0.022209162,0,0.020138379,0,2.416666667,2.416666667
0.025559822,0,0.0209513,0,2.583333333,2.583333333
0.028704355,0,0.029555951,0,3.583333333,3.583333333
0.03423722,0,0.031049772,2.28E-05,4,4
0.03812805,0,0.03378571,0.000183573,3.416666667,3.416666667
0.047539522,0,0.032630861,0.000513548,3.583333333,3.583333333
0.052256322,0,0.045137493,0.000662558,4,4
0.049111789,0,0.055869944,0.00017803,3.416666667,3.416666667
0.045967255,0,0.053601531,0.000741791,4.166666667,4.166666667
0.042822722,0,0.045462035,0.001433369,5,5
0.042822722,0,0.040064985,0.001468747,4.416666667,4.416666667
0.047539522,0,0.042638263,0.001387068,4.583333333,4.583333333
0.047539522,0,0.050740829,0.001120513,5,5
0.044981862,0,0.05827426,0.000443445,5,5
0.043532742,0,0.055940688,2.52E-05,5,5
0.040453417,0,0.053458865,0,4.416666667,4.416666667
0.037308883,0,0.042710363,0,5.166666667,5.166666667
0.020048301,0,0.032978347,0,7.166666667,7.166666667
0.009038147,0,0.024317793,0,6.833333333,6.833333333
0.007871828,0,0.018811588,0,6,6
0.005536545,0,0,0,6,6
0.006920789,0,0,0,4.833333333,4.833333333
0.005355677,0,0,0,4,4
0.010051014,5.37E-05,0.013631148,0,4.583333333,4.583333333
0.022209162,0,0.021299396,0,5,5
0.025559822,0,0.022859147,0,4.416666667,4.416666667
0.028588429,0,0.028212265,1.14E-05,4.583333333,4.583333333
0.033585139,0,0.030153509,0.000167759,4.416666667,4.416666667
0.03812805,0,0.033395847,0.000652776,5.166666667,5.166666667
0.047539522,0,0.032339596,0.000747497,6,6
0.052256322,0,0.044022391,0.00076967,6.583333333,6.583333333
0.049111789,0,0.0542968,0.000627018,6.416666667,6.416666667
0.045967255,0,0.052204951,0.000614464,6.583333333,6.583333333
0.042822722,0,0.043522228,0.000743096,7.583333333,7.583333333
0.042822722,0,0.038216675,0.001150347,7.416666667,7.416666667
0.047539522,0,0.041003104,0.001357071,7,7
0.047539522,0,0.048478034,0.001112035,5.833333333,5.833333333
0.045177487,0,0.055948582,0.000425348,6.166666667,6.166666667
0.04359795,0,0.054347336,2.39E-05,6.416666667,6.416666667
0.040453417,0,0.052073833,0,5.416666667,5.416666667
0.037308883,0,0.041836137,0,5,5
0.020048301,0,0.032205008,0,3.833333333,3.833333333
0.009038147,0,0.024939789,0,3.583333333,3.583333333
0.007871828,0,0.021599974,0,4,4
0.005536545,0,0,0,3.416666667,3.416666667
0.006920789,0,0,0,4.166666667,4.166666667
0.005355677,0,0,0,4.416666667,4.416666667
0.010051014,0,0.010917188,0,4,4
0.022209162,0,0.022147921,0,4.583333333,4.583333333
0.025559822,0,0.023663963,0,3.833333333,3.833333333
0.028559448,0,0.02884799,1.83E-05,3.583333333,3.583333333
0.033628611,0,0.030382999,0.000131729,2.833333333,2.833333333
0.03812805,0,0.032349977,0.000309433,4.333333333,4.333333333
0.047539522,0,0.031266468,0.000589683,7.166666667,7.166666667
0.052256322,0,0.043396859,0.001270827,7.416666667,7.416666667
0.049111789,0,0.054272807,0.00151032,7.583333333,7.583333333
0.045967255,0,0.052800652,0.001523688,7.416666667,7.416666667
0.042822722,0,0.044369586,0.001506081,7.583333333,7.583333333
0.042822722,0,0.038589711,0.001468095,8.583333333,8.583333333
0.047539522,0,0.041363592,0.001382177,8.416666667,8.416666667
0.047539522,0,0.048915206,0.001103883,7.416666667,7.416666667
0.045307903,0,0.056631539,0.000408719,6.416666667,6.416666667
0.04359795,0,0.054891534,2.27E-05,6.583333333,6.583333333
0.040453417,0,0.052435737,0,5.833333333,5.833333333
0.037308883,0,0.041705433,0,4.416666667,4.416666667
0.020048301,0,0.032139005,0,4,4
0.009038147,0,0.024059602,0,3.416666667,3.416666667
0.007871828,0,0.020188574,0,3,3
0.005536545,0,0,0,3.583333333,3.583333333
0.006920789,0,0,0,4,4
0.005355677,0,0,0,3.416666667,3.416666667
0.010051014,0,0.012492431,0,3.583333333,3.583333333
0.022209162,0,0.021547451,0,3.416666667,3.416666667
0.025559822,0,0.022272205,0,3,3
0.028704355,0,0.02857684,3.91E-06,3,3
0.034150276,0,0.030493994,7.50E-05,2.416666667,2.416666667
0.03812805,0,0.03278058,0.000345626,3.166666667,3.166666667
0.047539522,0,0.031655593,0.000570609,4,4
0.052256322,0,0.043084733,0.000954221,4.583333333,4.583333333
0.049111789,0,0.053482124,0.001229417,6.166666667,6.166666667
0.045967255,0,0.052249472,0.001424239,7.583333333,7.583333333
0.042822722,0,0.044235268,0.001494669,6.833333333,6.833333333
0.042822722,0,0.039114967,0.001453096,6,6
0.047539522,0,0.041868553,0.001377776,6,6
0.047539522,0,0.049545277,0.001094591,6,6
0.044851446,0,0.056905303,0.000393394,4.25,4.25
0.04359795,0,0.054761464,0,4.166666667,4.166666667
0.040453417,0,0.052551651,0,2.666666667,2.666666667
0.037308883,0,0.041962184,0,1,1
0.020048301,0,0.032358813,0,0.416666667,0.416666667
0.009038147,0,0.025330223,0,0.583333333,0.583333333
0.007871828,0,0.021584953,0,2.166666667,2.166666667
0.005536545,0,0,0,3,3
0.006920789,0,0,0,2.416666667,2.416666667
0.005355677,0,0,0,1.416666667,1.416666667
0.010051014,0,0.010966271,0,2.166666667,2.166666667
0.021092652,0.000134629,0.021412123,0,1.25,1.25
0.024429383,0,0.023556092,0,0,0
0.027926809,0,0.030099947,0,0.583333333,0.583333333
0.033976388,0,0.032020541,7.08E-05,1.583333333,1.583333333
0.03812805,0,0.031995048,0.000464476,1.416666667,1.416666667
0.047022809,0,0.031664095,0.000892595,1.583333333,1.583333333
0.051739609,0,0.042794295,0.001204963,2.583333333,2.583333333
0.048595075,0,0.046676018,0.001400437,2.416666667,2.416666667
0.045450542,0,0.047927728,0.001512439,2.583333333,2.583333333
0.042306009,0,0.044492893,0.001505755,3,3
0.042306009,0,0.044010604,0.001466301,3.583333333,3.583333333
0.047022809,0,0.045621014,0.001378265,2.833333333,2.833333333
0.047539522,0,0.045485903,0.001087254,2,2
0.04504707,0,0.056549768,0.000379699,2.583333333,2.583333333
0.04359795,0,0.060943837,0,1.833333333,1.833333333
0.040453417,0,0.051824701,0,2.166666667,2.166666667
0.037308883,0,0.04756924,0,2.416666667,2.416666667
0.020048301,0,0.038556184,0,0.833333333,0.833333333
0.009038147,0,0.029106202,0,0,0
0.008260601,0,0.02527469,0,0,0
0.005536545,0,0,0,0,0
0.006920789,3.64E-05,0.002076547,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.01102732,0,0,0
0.021006799,0.000146697,0.023739821,0,0,0
0.024429383,0,0.025978516,0,0,0
0.027926809,0,0.031843404,0,0,0
0.033401712,0,0.03309683,5.35E-05,0,0
0.037611337,0,0.027245022,0.000369102,0,0
0.046506096,0,0.030729498,0.000786136,0,0
0.051222896,0,0.038539258,0.00110046,1.75,1.75
0.048078362,0,0.04657091,0.001336855,3,3
0.044933829,0,0.048312451,0.001506407,3.583333333,3.583333333
0.041789296,0,0.042769791,0.001505755,4,4
0.041789296,0,0.040266214,0.001465975,3.416666667,3.416666667
0.045989383,0,0.043647216,0.001375493,3.583333333,3.583333333
0.045989383,0,0.04678826,0.001078614,4,4
0.043366515,0,0.050660398,0.000367309,3.416666667,3.416666667
0.041265313,0,0.05130633,0,1.833333333,1.833333333
0.038120779,0,0.04920427,0,0.416666667,0.416666667
0.034976246,0,0.036180172,0,0.583333333,0.583333333
0.020048301,0,0.027147628,0,0.416666667,0.416666667
0.00905961,0,0.024685385,0,0.583333333,0.583333333
0.008260601,0,0.020388918,0,0.416666667,0.416666667
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.011011765,0,0,0
0.022209162,5.94E-05,0.02104508,0,0,0
0.025559822,0,0.022934239,0,0,0
0.028704355,0,0.028608497,0,0,0
0.034106804,0,0.030170763,4.21E-05,0,0
0.03812805,0,0.032815394,0.000294923,0,0
0.047539522,0,0.03235694,0.000652939,0,0
0.052256322,0,0.045661444,0.000964166,0.583333333,0.583333333
0.049111789,0,0.057948487,0.00126235,2.166666667,2.166666667
0.045967255,0,0.057172853,0.001490919,2.416666667,2.416666667
0.042822722,0,0.048308936,0.001418696,2,2
0.042822722,0,0.041714923,0.001036878,2,2
0.047539522,0,0.045020074,0.001143337,2.583333333,2.583333333
0.047539522,0,0.053391541,0.001049268,3.583333333,3.583333333
0.04504707,0,0.061708687,0.000354919,2.833333333,2.833333333
0.04359795,0,0.059135805,0,1.416666667,1.416666667
0.040453417,0,0.055465928,0,1,1
0.037308883,0,0.043601985,0,1.583333333,1.583333333
0.020048301,0,0.033283731,0,0.833333333,0.833333333
0.009038147,0,0.024714492,0,0,0
0.007871828,0,0.021489155,0,0.583333333,0.583333333
0.005536545,0,0,0,1,1
0.006920789,3.45E-05,0.00200799,0,0.416666667,0.416666667
0.005355677,0,0,0,0,0
0.010051014,6.27E-05,0.015369489,0,0,0
0.022209162,0,0.023120007,0,0,0
0.025559822,0,0.024497897,0,0,0
0.028704355,0,0.030152291,0,0,0
0.03401986,0,0.030815612,5.58E-05,0,0
0.03812805,0,0.033222168,0.000386873,0,0
0.047539522,0,0.033004295,0.000830154,1.166666667,1.166666667
0.052256322,0,0.046353092,0.001163227,3.166666667,3.166666667
0.049111789,0,0.05794718,0.001379732,4,4
0.045967255,0,0.056851586,0.001072907,4,4
0.042822722,0,0.048469236,0.00010597,4,4
0.042822722,0,0.039880309,0,4,4
0.047539522,0,0.041698299,0,2.833333333,2.833333333
0.047539522,0,0.050649061,0,2,2
0.04504707,0,0.059290317,0,3.166666667,3.166666667
0.04359795,0,0.056772487,0,4,4
0.040453417,0,0.05418015,0,2.833333333,2.833333333
0.037308883,0,0.043003844,0,2.583333333,2.583333333
0.020048301,0,0.033328701,0,3,3
0.009038147,0,0.024677176,0,2.416666667,2.416666667
0.007871828,0,0.016242837,0,2,2
0.005536545,0,0,0,2.583333333,2.583333333
0.006920789,4.27E-05,0.00077508,0,3,3
0.005355677,0,0.000656671,0,2.416666667,2.416666667
0.010051014,0,0.013253875,0,2,2
0.022209162,0,0.018352172,0,2,2
0.025559822,0,0.019992313,0,2,2
0.028704355,0,0.02964882,0,1.416666667,1.416666667
0.034367637,0,0.031884669,0,1,1
0.03812805,0,0.034298971,4.89E-05,2.75,2.75
0.047539522,0,0.032539673,0.000220092,3.416666667,3.416666667
0.052256322,0,0.045293088,2.45E-05,3.583333333,3.583333333
0.049111789,0,0.057254817,0,4.583333333,4.583333333
0.045967255,0,0.055641118,0,5,5
0.042822722,0,0.046071712,0,5,5
0.042822722,0,0.038631547,0,4.416666667,4.416666667
0.047539522,0,0.041002286,0,4,4
0.047735146,0,0.047213765,0,4,4
0.045633944,0,0.055456305,0,4.583333333,4.583333333
0.04359795,0,0.053916563,0,3.833333333,3.833333333
0.040453417,0,0.051281133,0,3,3
0.037308883,0,0.040918563,0,1.833333333,1.833333333
0.020048301,0,0.032173643,0,0.416666667,0.416666667
0.009038147,0,0.027849678,0,1.166666667,1.166666667
0.007871828,0,0.023574491,0,1.416666667,1.416666667
0.005536545,0,0,0,1,1
0.006920789,0,0,0,1,1
0.005355677,0,0,0,1,1
0.010051014,0,0.010972244,0,0.416666667,0.416666667
0.022209162,5.40E-05,0.021047135,0,1.166666667,1.166666667
0.025559822,0,0.022952328,0,2,2
0.028588429,0,0.028660872,1.76E-05,0.833333333,0.833333333
0.033759027,0,0.029957888,7.92E-05,1.166666667,1.166666667
0.038258466,0,0.031968417,2.64E-05,2.583333333,2.583333333
0.047539522,0,0.030101307,7.92E-05,3,3
0.052256322,0,0.041007981,8.80E-06,3,3
0.049111789,0,0.050474179,0,2.416666667,2.416666667
0.045967255,0,0.048334376,0,2.583333333,2.583333333
0.042822722,0,0.039717392,0,2.416666667,2.416666667
0.042822722,0,0.033601577,0,0.833333333,0.833333333
0.047539522,0,0.035861733,0,1.166666667,1.166666667
0.047930771,0,0.043030189,0,2,2
0.044655821,0,0.053792449,0,1.416666667,1.416666667
0.04359795,0,0.052174498,0,1,1
0.040453417,0,0.050234904,0,0.416666667,0.416666667
0.037308883,0,0.040269508,0,0.583333333,0.583333333
0.020048301,0,0.03102412,0,1,1
0.009038147,0,0.02632993,0,1.583333333,1.583333333
0.007871828,0,0.022065246,0,0.833333333,0.833333333
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.012552327,0,0,0
0.022209162,5.62E-05,0.02232965,0,0,0
0.025559822,0,0.024382768,0,0,0
0.028704355,0,0.029920516,0,0,0
0.034584997,0,0.032274031,0,0,0
0.038171522,0,0.032679393,8.25E-05,0,0
0.047539522,0,0.030508491,0.000501647,0.583333333,0.583333333
0.052256322,0,0.043043475,0.000795755,1,1
0.049111789,0,0.054747026,0.001011445,0.416666667,0.416666667
0.045967255,0,0.053949188,0.0011704,0,0
0.042822722,0,0.046113725,0.001342235,1.75,1.75
0.042822722,0,0.040634263,0.00144364,1.833333333,1.833333333
0.047539522,0,0.044009626,0.001340605,1,1
0.047539522,0,0.051795119,0.00098536,1.583333333,1.583333333
0.045503528,0,0.059105476,9.68E-05,1.416666667,1.416666667
0.04359795,0,0.056622031,0,0.416666667,0.416666667
0.040453417,0,0.053924675,0,0,0
0.037308883,0,0.042631653,0,0,0
0.020048301,0,0.032898439,0,0,0
0.009038147,0,0.024122622,0,0,0
0.007871828,0,0.019667927,0,0,0
0.005536545,0,0,0,0,0
0.006920789,3.49E-05,0.001863099,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.015084131,0,0.583333333,0.583333333
0.021092652,0,0.019449122,0,0.416666667,0.416666667
0.024429383,0,0.020983843,0,0,0
0.027926809,0,0.028503891,0,0,0
0.034280692,0,0.031114945,2.64E-05,0,0
0.03812805,0,0.032598249,0.000207865,0,0
0.047022809,0,0.032128972,0.000529525,0.583333333,0.583333333
0.051739609,0,0.043424605,0.000707229,1.583333333,1.583333333
0.048595075,0,0.04720028,0.000696143,2.583333333,2.583333333
0.045450542,0,0.048750021,7.09E-05,1.833333333,1.833333333
0.042306009,0,0.044512576,0.000124882,1.583333333,1.583333333
0.042306009,0,0.043435305,0.000793472,0.833333333,0.833333333
0.047022809,0,0.04544943,0.00129626,1.166666667,1.166666667
0.047539522,0,0.045446978,0.00097998,2,2
0.045177487,0,0.057138085,9.60E-05,2,2
0.04359795,0,0.061134393,0,2,2
0.040453417,0,0.052265682,0,0.833333333,0.833333333
0.037308883,0,0.048214741,0,0,0
0.020048301,0,0.039701502,0,0,0
0.009038147,0,0.029598721,0,0.583333333,0.583333333
0.008260601,2.74E-05,0.016954086,0,0.416666667,0.416666667
0.005536545,0,0,0,0,0
0.006920789,3.00E-05,0.001559831,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.013682108,0,0.583333333,0.583333333
0.021006799,0,0.017568781,0,1.583333333,1.583333333
0.024429383,0,0.018729686,0,1.416666667,1.416666667
0.027926809,0,0.030747667,0,0.416666667,0.416666667
0.033546619,0,0.033119787,2.77E-05,0,0
0.037611337,0,0.027703217,0.000155369,1.166666667,1.166666667
0.046506096,0,0.031597288,0.000219603,2,2
0.051222896,0,0.038562063,0.000390622,2.583333333,2.583333333
0.048078362,0,0.046169542,0.000349376,3,3
0.044933829,0,0.047637977,3.51E-05,3,3
0.041789296,0,0.040198389,0,3,3
0.041789296,0,0.036018373,2.51E-05,2.416666667,2.416666667
0.045989383,0,0.038493095,0.000112981,2,2
0.045989383,0,0.041861016,1.26E-05,2.583333333,2.583333333
0.044149013,0,0.047189792,0,2.416666667,2.416666667
0.041265313,0,0.049197972,0,1.416666667,1.416666667
0.038120779,0,0.048757533,0,2.166666667,2.166666667
0.034976246,0,0.036359166,0,3,3
0.020048301,0,0.027169294,0,2.416666667,2.416666667
0.00905961,0,0.023145311,0,2,2
0.008260601,0.000168875,0.013728955,0,3.166666667,3.166666667
0.005536545,0,0,0,4,4
0.006920789,0,0,0,4,4
0.005355677,0,0,0,3.416666667,3.416666667
0.010051014,0,0.012632553,0,3,3
0.022209162,0,0.018168352,0,1.833333333,1.833333333
0.025559822,0,0.020343327,0,0.416666667,0.416666667
0.028704355,0,0.030141539,0,1.166666667,1.166666667
0.034976246,0,0.032280625,0,2,2
0.039693046,0,0.033542045,0,3.166666667,3.166666667
0.049887016,0,0.03062407,0,2.833333333,2.833333333
0.054603816,0,0.039867774,0,0.833333333,0.833333333
0.051459283,0,0.048483984,0,1.166666667,1.166666667
0.04831475,0,0.045446346,0,2.583333333,2.583333333
0.045170216,0,0.036871609,0,3,3
0.045170216,0,0.031471404,0,3.583333333,3.583333333
0.049887016,0,0.034317272,0,4.583333333,4.583333333
0.049887016,0,0.041304423,0,6.166666667,6.166666667
0.046742483,0,0.046260425,0,5.833333333,5.833333333
0.04359795,0,0.04604626,0,4.416666667,4.416666667
0.040453417,0,0.045440011,0,3.416666667,3.416666667
0.037308883,0,0.04040631,0,3,3
0.020048301,0,0.034030366,0,3.583333333,3.583333333
0.009038147,0,0.028142618,0,3.416666667,3.416666667
0.007871828,0,0.022474879,0,3.583333333,3.583333333
0.005536545,0,0,0,4.583333333,4.583333333
0.006920789,0,0,0,5,5
0.005355677,0,0,0,3.833333333,3.833333333
0.010051014,0,0.012397185,0,3,3
0.022209162,0,0.021357872,0,3.583333333,3.583333333
0.025559822,0,0.021837425,0,3.416666667,3.416666667
0.028704355,0,0.027777286,0,3,3
0.034976246,0,0.029829047,0,3.583333333,3.583333333
0.039693046,0,0.031717009,0,4.583333333,4.583333333
0.049626183,0,0.03132333,0,6.166666667,6.166666667
0.052517154,0,0.038043506,0,7,7
0.049111789,0,0.046565224,0,7,7
0.046488921,0,0.044268022,0,6.416666667,6.416666667
0.042822722,0,0.036198254,0,5.416666667,5.416666667
0.044126886,0,0.031117927,0,4.416666667,4.416666667
0.048778477,0,0.033369575,0,5.166666667,5.166666667
0.047930771,0,0.039889697,0,6,6
0.046155609,0,0.048377679,0,6,6
0.04359795,0,0.048210638,0,5.416666667,5.416666667
0.040453417,0,0.047314015,0,5,5
0.037308883,0,0.038464393,0,5,5
0.020048301,0,0.030668452,0,4.416666667,4.416666667
0.009038147,0,0.025430118,0,3.416666667,3.416666667
0.007871828,0,0.02008771,0,3,3
0.005536545,0,0,0,3.583333333,3.583333333
0.006920789,0,0,0,3.416666667,3.416666667
0.005355677,0,0,0,3.583333333,3.583333333
0.010051014,0,0.010676552,0,3.416666667,3.416666667
0.022209162,0,0.019611193,0,2.416666667,2.416666667
0.025559822,0,0.020848271,0,2.583333333,2.583333333
0.028704355,0,0.027579282,0,3,3
0.034976246,0,0.030036352,0,3,3
0.039693046,0,0.032443854,0,2.416666667,2.416666667
0.0497566,0,0.030425696,0,2,2
0.053169236,0,0.039436831,0,2.583333333,2.583333333
0.049111789,0,0.048659667,0,3.583333333,3.583333333
0.04616288,0,0.046199375,0,3.416666667,3.416666667
0.042953139,0,0.037615926,0,3.583333333,3.583333333
0.044126886,0,0.031951738,0,4,4
0.049821808,0,0.034055012,0,2.833333333,2.833333333
0.049887016,0,0.040991534,0,2,2
0.046742483,0,0.048896464,0,2,2
0.04359795,0,0.048801524,0,2,2
0.040453417,0,0.047873535,0,2,2
0.037308883,0,0.039083098,0,2.583333333,2.583333333
0.020048301,0,0.030201964,0,3,3
0.009038147,0,0.02477803,0,2.416666667,2.416666667
0.007871828,0,0.019727037,0,2.583333333,2.583333333
0.005536545,0,0,0,2.416666667,2.416666667
0.006920789,0,0,0,0.833333333,0.833333333
0.005355677,0,0,0,1.75,1.75
0.010051014,0,0.010776014,0,3.583333333,3.583333333
0.022209162,0,0.020780462,0,4.583333333,4.583333333
0.025559822,0,0.022720116,0,4.416666667,4.416666667
0.028704355,0,0.028071718,0,3.416666667,3.416666667
0.034976246,0,0.030190468,0,3.583333333,3.583333333
0.039171381,0,0.031291661,0,4,4
0.048126395,0,0.030158062,0,4,4
0.052256322,0,0.038718765,0,4,4
0.049111789,0,0.047661535,0,4,4
0.045967255,0,0.045075738,0,3.416666667,3.416666667
0.042822722,0,0.036846866,0,3,3
0.042953139,0,0.031633726,0,3.583333333,3.583333333
0.048843685,0,0.033671749,0,3.416666667,3.416666667
0.048713269,0,0.040062487,0,3.583333333,3.583333333
0.046677275,0,0.047953204,0,4,4
0.04359795,0,0.04784283,0,3.416666667,3.416666667
0.040453417,0,0.04701707,0,2.416666667,2.416666667
0.037308883,0,0.038570497,0,2.583333333,2.583333333
0.020048301,0,0.032914481,0,1.833333333,1.833333333
0.009038147,0,0.028400142,0,1.583333333,1.583333333
0.007871828,0,0.023553298,0,2.583333333,2.583333333
0.005536545,0,0,0,2.416666667,2.416666667
0.006920789,0,0,0,2,2
0.005355677,0,0,0,2,2
0.010051014,0,0.012432548,0,1.416666667,1.416666667
0.022209162,0,0.023644435,0,1,1
0.025559822,0,0.024131393,0,0.416666667,0.416666667
0.028704355,0,0.029132269,0,0.583333333,0.583333333
0.034976246,0,0.03080605,0,1,1
0.03895402,0,0.031467734,0,1,1
0.047995979,0,0.029969921,0,1,1
0.052256322,0,0.038136392,0,1,1
0.049111789,0,0.047369215,0,1.583333333,1.583333333
0.045967255,0,0.046210879,0,2,2
0.042822722,0,0.038058155,0,2.583333333,2.583333333
0.042822722,0,0.033021974,0,3,3
0.047539522,0,0.035205034,0,2.416666667,2.416666667
0.04760473,0,0.042100691,0,2,2
0.046416442,0,0.050226957,0,2,2
0.04359795,0,0.049423325,0,1.416666667,1.416666667
0.040453417,0,0.0480706,0,1,1
0.037308883,0,0.039081938,0,1,1
0.020048301,0,0.0309925,0,1,1
0.009038147,0,0.026093514,0,1,1
0.007871828,0,0.021105564,0,0.416666667,0.416666667
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.010968244,0,0,0
0.021092652,0.00014358,0.01904223,0,0,0
0.024429383,0,0.020853401,0,0,0
0.027926809,0,0.028265869,0,0,0
0.034976246,0,0.031010714,0,0.583333333,0.583333333
0.039084436,0,0.031278824,0,0.416666667,0.416666667
0.047080772,0,0.029946704,0,0,0
0.051739609,0,0.039854675,0,0,0
0.048595075,0,0.042308734,0,0,0
0.045450542,0,0.0420542,0,1.166666667,1.166666667
0.042363972,0,0.037128979,0,1.416666667,1.416666667
0.042306009,0,0.035809768,0,1.583333333,1.583333333
0.047022809,0,0.036832396,0,2.583333333,2.583333333
0.047669938,0,0.036951302,0,1.833333333,1.833333333
0.046351234,0,0.048064575,0,0.416666667,0.416666667
0.04359795,0,0.053180546,0,0,0
0.040453417,0,0.046661648,0,0,0
0.037308883,0,0.043997887,0,0.583333333,0.583333333
0.020048301,0,0.036313131,0,0.416666667,0.416666667
0.009038147,0,0.027545907,0,0,0
0.008260601,0,0.019745786,0,0,0
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.009840759,0,0,0
0.021006799,0.000171439,0.021833688,0,0.583333333,0.583333333
0.024429383,0,0.021747338,0,0.416666667,0.416666667
0.027926809,0,0.033996665,0,0,0
0.033510392,0,0.035720944,4.47E-05,0,0
0.037611337,0,0.027432026,0.000299814,0,0
0.046506096,0,0.02523547,0.000607454,0.583333333,0.583333333
0.051222896,0,0.03032209,0.00075679,1.583333333,1.583333333
0.048078362,0,0.037169323,0.000560012,2,2
0.044933829,0,0.038976798,0.000883139,2,2
0.041789296,0,0.034224161,0.000939874,2.583333333,2.583333333
0.041789296,0,0.031872509,0.000900421,2.416666667,2.416666667
0.045989383,0,0.035330449,0.001066386,2.583333333,2.583333333
0.045989383,0,0.038356816,0.000886237,3,3
0.043931652,0,0.04191962,8.84E-05,3,3
0.041265313,0,0.042534739,0,2.416666667,2.416666667
0.038120779,0,0.040988766,0,1.416666667,1.416666667
0.034976246,0,0.032062993,0,1,1
0.020048301,0,0.030500432,0,1,1
0.00905961,0,0.028292155,0,0.416666667,0.416666667
0.008260601,0,0.021504546,0,0,0
0.005536545,0,0,0,0,0
0.006920789,0,0,0,0,0
0.005355677,0,0,0,0,0
0.010051014,0,0.008013034,0,0,0
0.022209162,0,0.017315055,0,0,0
0.025559822,0,0.019259522,0,0,0
0.028704355,0,0.029776587,0,0,0
0.034280692,0,0.032379771,2.15E-05,0,0
0.03812805,0,0.031658208,0.000169878,0,0
0.047539522,0,0.025608119,0.00043888,0,0
0.052256322,0,0.034075365,0.000639897,1.166666667,1.166666667
0.049111789,0,0.045901576,0.000873357,2,2
0.045967255,0,0.045212251,0.000628159,2,2
0.042822722,0,0.035781474,0.000127979,3.166666667,3.166666667
0.042822722,0,0.029901584,0.000300792,3.416666667,3.416666667
0.047539522,0,0.032684287,3.34E-05,3,3
0.047539522,0,0.04010464,0,1.833333333,1.833333333
0.046286026,0,0.048872445,0,0.416666667,0.416666667
0.04359795,0,0.046970964,0,1.166666667,1.166666667
0.040453417,0,0.044293,0,1.416666667,1.416666667
0.037308883,0,0.03411828,0,0.416666667,0.416666667
0.020048301,0,0.026875582,0,1.166666667,1.166666667
0.009038147,0,0.021471565,0,1.416666667,1.416666667
0.007871828,0,0.01533432,0,1,1
0.005536545,0,0,0,1,1
0.006920789,0,0,0,1,1
0.005355677,0,0,0,2.166666667,2.166666667
0.010051014,0,0.010781636,0,2.416666667,2.416666667
0.022209162,5.37E-05,0.017546117,0,2,2
0.025559822,0,0.018926484,0,2,2
0.028704355,0,0.025283774,0,1.416666667,1.416666667
0.034889302,0,0.028032256,0,1,1
